session	instructions	experiment	item	condition	conditionLabel	wavFile	wavFileName	question	qType	design	text
4	instructions4.txt	erhyme	7	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_7.G.mp3   	rhyme_7.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	After Steve washed his cup out in the sink,\n I saw him with another drink.
4	instructions4.txt	erhyme	7	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_7.I.mp3   	rhyme_7.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Though Steve promised he wouldn’t drink,\n I saw him with another drink.
4	instructions4.txt	erhyme	8	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_8.B.mp3   	rhyme_8.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Chris wanted to write better poems,\n so he consulted some writing pros.
4	instructions4.txt	erhyme	8	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_8.G.mp3   	rhyme_8.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Chris wants to write about things that he knows,\n so he consulted some writing pros.
4	instructions4.txt	erhyme	8	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_8.I.mp3   	rhyme_8.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Chris wanted to improve his prose,\n so he consulted some writing pros.
4	instructions4.txt	erhyme	9	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_9.B.mp3   	rhyme_9.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	She strolled through the garden when she woke\n and picked a single crimson rose.
4	instructions4.txt	erhyme	9	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_9.G.mp3   	rhyme_9.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Pat inhaled deeply through her nose\n and picked a single crimson rose.
4	instructions4.txt	erhyme	9	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_9.I.mp3   	rhyme_9.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	The gardener watered the soil, then rose\n and picked a single crimson rose.
4	instructions4.txt	erhyme	10	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_10.B.mp3   	rhyme_10.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Only after arriving late\n did they realize what was at stake.
4	instructions4.txt	erhyme	10	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_10.G.mp3   	rhyme_10.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Only after they ate the cake\n did they realize what was at stake.
4	instructions4.txt	erhyme	10	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_10.I.mp3   	rhyme_10.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Only after they ate the steak\n did they realize what was at stake.
4	instructions4.txt	erhyme	11	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_11.B.mp3   	rhyme_11.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	After finally catching the crook,\n the cop took a shoe and killed a bug.
4	instructions4.txt	erhyme	11	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_11.G.mp3   	rhyme_11.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	After finally catching the thug,\n the cop took a shoe and killed a bug.
4	instructions4.txt	erhyme	11	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_11.I.mp3   	rhyme_11.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	After entering the house and planting a bug,\n the cop took a shoe and killed a bug.
4	instructions4.txt	erhyme	12	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_12.B.mp3   	rhyme_12.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Fearing the thieves might come back,\n the security guard ran away from the bank.
4	instructions4.txt	erhyme	12	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_12.G.mp3   	rhyme_12.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Not knowing the masked men were playing a prank,\n the security guard ran away from the bank.
4	instructions4.txt	erhyme	12	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_12.I.mp3   	rhyme_12.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	To sit with his love by the reeds on the bank,\n the security guard ran away from the bank.
4	instructions4.txt	erhyme	13	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_13.B.mp3   	rhyme_13.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Because Lisa was always stylishly dressed,\n she considered herself well-bred.
4	instructions4.txt	erhyme	13	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_13.G.mp3   	rhyme_13.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Because of the many books she had read,\n she considered herself well-bred.
4	instructions4.txt	erhyme	13	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_13.I.mp3   	rhyme_13.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Because Lisa ate only artisanal bread,\n she considered herself well-bred.
4	instructions4.txt	erhyme	14	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_14.B.mp3   	rhyme_14.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	The farmer shouted out with pain,\n “You’ve trampled on my precious hay!”
4	instructions4.txt	erhyme	14	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_14.G.mp3   	rhyme_14.G.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	The farmer called out with dismay,\n “You’ve trampled on my precious hay!”
4	instructions4.txt	erhyme	14	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_14.I.mp3   	rhyme_14.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	The farmer told the tourists: “Hey!\n You’ve trampled on my precious hay!”
4	instructions4.txt	erhyme	15	1	Bad	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_15.B.mp3   	rhyme_15.B.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Upon realizing that he was a fool,\n she finally said to him, “we’re through.”
4	instructions4.txt	erhyme	15	2	Good	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_15.G.mp3 	rhyme_15.G.mp3 	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	When Mary saw that the rumors were true,\n she finally said to him, “we’re through.”
4	instructions4.txt	erhyme	15	3	Identity	http://prosodylab.org/~chael/www/sounds/williamsPerception/rhyme_15.I.mp3   	rhyme_15.I.mp3   	How good of a rhyme did you think this was? \n\n(1=very poor rhyme, 7=very good rhyme)	jm	LatinSquare	Because of the curveball that he threw\n she finally said to him, “we’re through.”
